country,date,averagetemperature,temperature_change
Estonia,2012-10-01,6.224,0.552
Estonia,2012-11-01,2.749,2.43
Estonia,2012-12-01,-7.0150000000000015,-2.763
Estonia,2013-01-01,-6.346,0.262
Estonia,2013-02-01,-3.075,3.792
Estonia,2013-03-01,-6.571000000000001,-3.114
Estonia,2013-04-01,3.424,0.104
Estonia,2013-05-01,14.249,4.094
Estonia,2013-06-01,18.11,2.985
Estonia,2013-07-01,18.247,1.361
Estonia,2013-08-01,17.656,1.501
Finland,2000-01-01,-7.651999999999999,3.592
Finland,2000-02-01,-6.892999999999999,4.255
Finland,2000-03-01,-4.1610000000000005,2.348
Finland,2000-04-01,1.89,2.557
Finland,2000-05-01,8.037,1.616
Finland,2000-06-01,12.702,-0.013
Finland,2000-07-01,16.053,0.917
Finland,2000-08-01,13.451,0.105
Finland,2000-09-01,8.225,0.312
Finland,2000-10-01,6.017,4.096
Finland,2000-11-01,0.444,4.221
Finland,2000-12-01,-5.025,3.626
Finland,2001-01-01,-5.34,5.609
Finland,2001-02-01,-11.725,-0.319
Finland,2001-03-01,-8.488,-1.837
Finland,2001-04-01,1.6940000000000002,2.293
Finland,2001-05-01,6.341,0.151
Finland,2001-06-01,13.586,0.708
Finland,2001-07-01,17.23,2.154
Finland,2001-08-01,13.681,0.41
Finland,2001-09-01,9.919,2.091
Finland,2001-10-01,3.478,1.815
Finland,2001-11-01,-4.24,-0.373
Finland,2001-12-01,-10.993,-2.126
Finland,2002-01-01,-9.321,1.92
Finland,2002-02-01,-5.566999999999998,5.586
Finland,2002-03-01,-4.089,2.586
Finland,2002-04-01,2.563,3.185
Finland,2002-05-01,8.977,2.527
Finland,2002-06-01,14.623,1.92
Finland,2002-07-01,17.304000000000002,2.29
Finland,2002-08-01,15.749,2.561
Finland,2002-09-01,7.949,0.236
Finland,2002-10-01,-1.3889999999999996,-3.157
Finland,2002-11-01,-7.5,-3.539
Finland,2002-12-01,-12.537,-3.968
Finland,2003-01-01,-15.64,-4.166
Finland,2003-02-01,-7.126999999999999,3.783
Finland,2003-03-01,-2.507,3.987
Finland,2003-04-01,-0.203,0.415
Finland,2003-05-01,8.124,1.827
Finland,2003-06-01,11.349,-1.209
Finland,2003-07-01,18.967,3.81
Finland,2003-08-01,13.882,0.796
Finland,2003-09-01,8.935,1.053
Finland,2003-10-01,1.673,-0.243
Finland,2003-11-01,-1.273,2.4
Finland,2003-12-01,-6.182,2.316
Finland,2004-01-01,-10.15,0.633
Finland,2004-02-01,-9.209,2.121
Finland,2004-03-01,-3.984,2.726
Finland,2004-04-01,1.6330000000000002,2.21
Finland,2004-05-01,7.348,1.221
Finland,2004-06-01,11.679,-1.044
Finland,2004-07-01,16.172,1.092
Finland,2004-08-01,14.09,0.992
Finland,2004-09-01,9.755,1.831
Finland,2004-10-01,2.544,0.789
Finland,2004-11-01,-3.891,-0.189
Finland,2004-12-01,-4.609999999999999,3.605
Finland,2005-01-01,-5.392,5.616
Finland,2005-02-01,-8.385,2.864
Finland,2005-03-01,-8.326,-1.654
Finland,2005-04-01,1.554,2.251
Finland,2005-05-01,6.774,0.632
Finland,2005-06-01,13.121,0.422
Finland,2005-07-01,17.249000000000002,2.094
Finland,2005-08-01,14.735,1.469
Finland,2005-09-01,9.631,1.737
Finland,2005-10-01,4.397,2.649
Finland,2005-11-01,1.0789999999999995,4.657
Finland,2005-12-01,-7.673999999999999,0.832
Finland,2006-01-01,-8.166,2.986
Finland,2006-02-01,-12.047999999999998,-0.49
Finland,2006-03-01,-9.87,-3.075
Finland,2006-04-01,1.845,2.337
Finland,2006-05-01,8.176,1.79
Finland,2006-06-01,14.079,1.4
Finland,2006-07-01,15.992,0.964
Finland,2006-08-01,16.195999999999998,2.794
Finland,2006-09-01,10.066,2.443
Finland,2006-10-01,2.443,0.929
Finland,2006-11-01,-2.454,1.491
Finland,2006-12-01,-1.552999999999999,6.876
Finland,2007-01-01,-8.254,2.972
Finland,2007-02-01,-14.805,-3.204
Finland,2007-03-01,-0.4310000000000001,6.305
Finland,2007-04-01,1.813,2.687
Finland,2007-05-01,7.553,1.372
Finland,2007-06-01,13.095,0.387
Finland,2007-07-01,15.356,0.537
Finland,2007-08-01,14.986,1.755
Finland,2007-09-01,8.125,0.272
Finland,2007-10-01,4.637,2.739
Finland,2007-11-01,-3.167,0.587
Finland,2007-12-01,-1.7999999999999998,6.372
Finland,2008-01-01,-5.2170000000000005,5.97
Finland,2008-02-01,-4.794999999999999,6.548
Finland,2008-03-01,-4.96,1.686
Finland,2008-04-01,1.3,2.106
Finland,2008-05-01,6.678999999999999,0.584
Finland,2008-06-01,12.027,-0.269
Finland,2008-07-01,14.594,0.011
Finland,2008-08-01,11.979,-0.984
Finland,2008-09-01,7.2,-0.55
Finland,2008-10-01,4.107,2.248
Finland,2008-11-01,-1.6740000000000002,1.779
Finland,2008-12-01,-2.829,4.992
Finland,2009-01-01,-8.357999999999999,2.858
Finland,2009-02-01,-9.606,1.389
Finland,2009-03-01,-4.705,1.811
Finland,2009-04-01,0.491,1.361
Finland,2009-05-01,8.988999999999999,2.66
Finland,2009-06-01,12.106000000000002,-0.444
Finland,2009-07-01,14.935,0.16
Finland,2009-08-01,14.413,1.187
Finland,2009-09-01,10.28,2.476
Finland,2009-10-01,0.1800000000000001,-1.402
Finland,2009-11-01,-0.2910000000000004,3.166
Finland,2009-12-01,-9.163,-0.787
Finland,2010-01-01,-14.637,-3.438
Finland,2010-02-01,-13.384,-2.248
Finland,2010-03-01,-6.705,-0.101
Finland,2010-04-01,1.989,2.603
Finland,2010-05-01,9.467,2.985
Finland,2010-06-01,11.941,-0.676
Finland,2010-07-01,18.569000000000003,3.751
Finland,2010-08-01,14.026,0.977
Finland,2010-09-01,8.965,1.201
Finland,2010-10-01,2.959,0.969
Finland,2010-11-01,-6.2410000000000005,-2.452
Finland,2010-12-01,-13.224,-4.846
Finland,2011-01-01,-10.035,0.787
Finland,2011-02-01,-15.682,-3.83
Finland,2011-03-01,-4.387,2.191
Finland,2011-04-01,3.082,3.734
Finland,2011-05-01,7.895,1.602
Finland,2011-06-01,14.893,2.353
Finland,2011-07-01,17.840999999999998,3.034
Finland,2011-08-01,14.116,0.991
Finland,2011-09-01,10.521,2.706
Finland,2011-10-01,4.642,2.735
Finland,2011-11-01,0.9639999999999996,4.68
Finland,2011-12-01,-1.356,6.542
Finland,2012-01-01,-9.494,1.733
Finland,2012-02-01,-12.124,-0.888
Finland,2012-03-01,-3.1060000000000003,3.757
Finland,2012-04-01,-0.0449999999999999,0.666
Finland,2012-05-01,7.749,1.556
Finland,2012-06-01,11.741,-0.77
Finland,2012-07-01,15.686,0.739
Finland,2012-08-01,13.286,0.157
Finland,2012-09-01,8.996,1.12
Finland,2012-10-01,2.716,0.748
Finland,2012-11-01,-0.7739999999999996,3.038
Finland,2012-12-01,-11.744000000000002,-3.56
Finland,2013-01-01,-8.621,2.33
Finland,2013-02-01,-6.348999999999998,5.008
Finland,2013-03-01,-10.168,-3.441
Finland,2013-04-01,0.4579999999999999,0.862
Finland,2013-05-01,10.42,3.998
Finland,2013-06-01,15.724,2.994
Finland,2013-07-01,15.937,0.761
Finland,2013-08-01,15.112,1.737
France,2000-01-01,6.82,0.327
France,2000-02-01,9.557,2.516
France,2000-03-01,10.486,1.077
France,2000-04-01,12.469,0.881
France,2000-05-01,16.840999999999998,2.271
France,2000-06-01,19.034,1.748
France,2000-07-01,18.726,-0.615
France,2000-08-01,20.576,1.776
France,2000-09-01,18.09,1.216
France,2000-10-01,14.034,0.555
France,2000-11-01,11.009,1.293
France,2000-12-01,9.966,2.878
France,2001-01-01,8.335,1.846
France,2001-02-01,8.668,1.449
France,2001-03-01,11.952000000000002,2.549
France,2001-04-01,11.652,-0.117
France,2001-05-01,16.683,2.034
France,2001-06-01,18.245,0.838
France,2001-07-01,20.242,1.079
France,2001-08-01,20.891,2.192
France,2001-09-01,16.019000000000002,-1.431
France,2001-10-01,16.426000000000002,3.506
France,2001-11-01,9.202,-0.561
France,2001-12-01,6.043000000000001,-1.648
France,2002-01-01,7.974,1.565
France,2002-02-01,10.289,3.052
France,2002-03-01,11.483,2.189
France,2002-04-01,12.912,1.162
France,2002-05-01,15.265,0.366
France,2002-06-01,19.133,1.841
France,2002-07-01,19.56,0.194
France,2002-08-01,19.485,0.488
France,2002-09-01,16.869,-0.292
France,2002-10-01,14.257,0.806
France,2002-11-01,11.783,2.389
France,2002-12-01,9.568,2.362
France,2003-01-01,6.446000000000001,-0.143
France,2003-02-01,6.91,-0.898
France,2003-03-01,11.951,2.538
France,2003-04-01,13.387,1.58
France,2003-05-01,16.426000000000002,1.709
France,2003-06-01,21.682,4.791
France,2003-07-01,21.477,2.467
France,2003-08-01,23.662,5.174
France,2003-09-01,17.918,0.834
France,2003-10-01,12.574000000000002,-1.256
France,2003-11-01,11.403,1.871
France,2003-12-01,8.219000000000001,0.847
France,2004-01-01,7.907999999999999,1.284
France,2004-02-01,8.136000000000001,0.709
France,2004-03-01,9.669,-0.14
France,2004-04-01,12.514,0.702
France,2004-05-01,15.239,0.195
France,2004-06-01,19.169,1.806
France,2004-07-01,19.912,0.649
France,2004-08-01,20.433,1.671
France,2004-09-01,18.336,1.312
France,2004-10-01,15.099,1.737
France,2004-11-01,10.075,0.313
France,2004-12-01,7.479,0.087
France,2005-01-01,7.7040000000000015,1.1
France,2005-02-01,6.242999999999999,-1.744
France,2005-03-01,10.265,0.545
France,2005-04-01,12.939,1.187
France,2005-05-01,16.277,1.495
France,2005-06-01,20.242,2.966
France,2005-07-01,20.756,1.624
France,2005-08-01,19.582,0.451
France,2005-09-01,18.218,1.153
France,2005-10-01,16.165,2.829
France,2005-11-01,9.64,-0.076
France,2005-12-01,6.300000000000002,-1.459
France,2006-01-01,6.251,-0.488
France,2006-02-01,6.791,-0.933
France,2006-03-01,9.852,-0.051
France,2006-04-01,12.861,1.213
France,2006-05-01,16.176000000000002,1.47
France,2006-06-01,19.676,2.397
France,2006-07-01,23.295,4.653
France,2006-08-01,18.74,-0.392
France,2006-09-01,19.521,2.636
France,2006-10-01,16.409000000000002,3.243
France,2006-11-01,12.039,2.784
France,2006-12-01,8.115,1.149
France,2007-01-01,9.475,3.333
France,2007-02-01,10.305,3.194
France,2007-03-01,10.559,1.087
France,2007-04-01,15.478,4.306
France,2007-05-01,16.506,1.861
France,2007-06-01,18.786,1.511
France,2007-07-01,19.369,0.156
France,2007-08-01,19.272,0.198
France,2007-09-01,16.68,-0.524
France,2007-10-01,13.576,0.136
France,2007-11-01,9.494,-0.217
France,2007-12-01,7.258999999999999,0.026
France,2008-01-01,9.015,2.826
France,2008-02-01,9.406,2.341
France,2008-03-01,9.961,0.392
France,2008-04-01,12.069,0.393
France,2008-05-01,16.935,2.392
France,2008-06-01,18.529,1.264
France,2008-07-01,19.957,0.785
France,2008-08-01,19.773,0.896
France,2008-09-01,16.423000000000002,-0.783
France,2008-10-01,13.575,0.119
France,2008-11-01,10.416,0.54
France,2008-12-01,6.9190000000000005,-0.619
France,2009-01-01,5.646,-1.011
France,2009-02-01,7.547999999999999,-0.105
France,2009-03-01,10.39,0.696
France,2009-04-01,13.503,1.954
France,2009-05-01,16.935,2.279
France,2009-06-01,18.984,1.632
France,2009-07-01,20.56,1.426
France,2009-08-01,21.348000000000003,2.567
France,2009-09-01,18.139000000000006,1.214
France,2009-10-01,14.300999999999998,0.934
France,2009-11-01,12.286,2.809
France,2009-12-01,7.66,0.035
France,2010-01-01,5.18,-1.738
France,2010-02-01,7.362999999999999,-0.515
France,2010-03-01,9.965000000000002,0.062
France,2010-04-01,13.421,1.707
France,2010-05-01,14.79,-0.285
France,2010-06-01,18.803,1.31
France,2010-07-01,21.56900000000001,2.569
France,2010-08-01,19.795,0.701
France,2010-09-01,17.111,-0.194
France,2010-10-01,13.652,-0.047
France,2010-11-01,10.166,0.305
France,2010-12-01,5.57,-2.311
France,2011-01-01,7.374,0.777
France,2011-02-01,8.951,1.691
France,2011-03-01,11.122,1.583
France,2011-04-01,15.332999999999998,4.108
France,2011-05-01,17.354,2.735
France,2011-06-01,18.62,1.123
France,2011-07-01,18.844,-0.549
France,2011-08-01,20.379,1.483
France,2011-09-01,18.979,2.263
France,2011-10-01,14.817,1.627
France,2011-11-01,12.213,3.017
France,2011-12-01,9.769,2.434
France,2012-01-01,8.391,2.087
France,2012-02-01,4.7730000000000015,-3.032
France,2012-03-01,12.091,2.879
France,2012-04-01,11.867,0.128
France,2012-05-01,16.415,1.763
France,2012-06-01,18.199,1.531
France,2012-07-01,19.711,0.456
France,2012-08-01,21.327,2.632
France,2012-09-01,17.573,0.421
France,2012-10-01,14.465,1.116
France,2012-11-01,10.890999999999998,1.332
France,2012-12-01,8.783000000000001,1.384
France,2013-01-01,7.235,0.603
France,2013-02-01,6.385,-1.437
France,2013-03-01,9.041,-0.747
France,2013-04-01,12.32,0.604
France,2013-05-01,13.763,-1.259
France,2013-06-01,17.75,0.141
France,2013-07-01,21.817,2.991
France,2013-08-01,20.366,1.613
Germany,2000-01-01,0.7100000000000001,1.65
Germany,2000-02-01,3.878,3.776
Germany,2000-03-01,5.317,1.918
Germany,2000-04-01,10.207,2.826
Germany,2000-05-01,15.011,2.876
Germany,2000-06-01,17.180999999999997,1.511
Germany,2000-07-01,15.661,-1.174
Germany,2000-08-01,18.125,1.44
Germany,2000-09-01,14.338,0.85
Germany,2000-10-01,10.702,1.867
Germany,2000-11-01,6.157,2.191
Germany,2000-12-01,2.958,2.49
Germany,2001-01-01,0.664,1.65
Germany,2001-02-01,2.273,2.226
Germany,2001-03-01,4.339,1.094
Germany,2001-04-01,7.1960000000000015,-0.054
Germany,2001-05-01,14.468,2.409
Germany,2001-06-01,14.543,-0.861
Germany,2001-07-01,18.723,1.711
Germany,2001-08-01,18.988,2.342
Germany,2001-09-01,12.116,-1.405
Germany,2001-10-01,12.595,3.892
Germany,2001-11-01,3.738,-0.124
Germany,2001-12-01,-0.5579999999999999,-1.038
Germany,2002-01-01,0.9430000000000002,1.901
Germany,2002-02-01,4.996,4.924
Germany,2002-03-01,5.557,2.274
Germany,2002-04-01,8.128,0.839
Germany,2002-05-01,14.027,1.991
Germany,2002-06-01,17.539,2.056
Germany,2002-07-01,18.017,1.049
Germany,2002-08-01,19.184,2.584
Germany,2002-09-01,13.566,0.015
Germany,2002-10-01,8.200000000000001,-0.492
Germany,2002-11-01,5.398999999999999,1.64
Germany,2002-12-01,0.0919999999999999,-0.162
Germany,2003-01-01,-0.524,0.452
Germany,2003-02-01,-1.725,-1.698
Germany,2003-03-01,5.609,2.301
Germany,2003-04-01,8.416,1.061
Germany,2003-05-01,14.327,2.347
Germany,2003-06-01,19.466,3.923
Germany,2003-07-01,19.382,2.406
Germany,2003-08-01,20.872,4.122
Germany,2003-09-01,14.393,0.757
Germany,2003-10-01,6.01,-2.705
Germany,2003-11-01,6.032,2.163
Germany,2003-12-01,1.673,1.225
Germany,2004-01-01,-0.45,0.584
Germany,2004-02-01,2.407,2.344
Germany,2004-03-01,4.256,0.823
Germany,2004-04-01,9.373,2.004
Germany,2004-05-01,11.765,-0.23
Germany,2004-06-01,15.526,0.06
Germany,2004-07-01,17.157,0.262
Germany,2004-08-01,18.903,2.232
Germany,2004-09-01,14.428,0.795
Germany,2004-10-01,10.13,1.429
Germany,2004-11-01,4.21,0.329
Germany,2004-12-01,0.936,0.467
Germany,2005-01-01,1.795,2.716
Germany,2005-02-01,-1.04,-1.049
Germany,2005-03-01,3.746,0.337
Germany,2005-04-01,9.317,1.92
Germany,2005-05-01,13.07,1.051
Germany,2005-06-01,16.636,1.036
Germany,2005-07-01,18.406,1.472
Germany,2005-08-01,16.218,-0.411
Germany,2005-09-01,15.464,1.828
Germany,2005-10-01,11.214,2.532
Germany,2005-11-01,4.151,0.282
Germany,2005-12-01,0.564,0.033
Germany,2006-01-01,-2.7110000000000003,-1.547
Germany,2006-02-01,-0.295,-0.302
Germany,2006-03-01,1.7109999999999996,-1.699
Germany,2006-04-01,8.18,0.917
Germany,2006-05-01,13.378,1.306
Germany,2006-06-01,17.107,1.392
Germany,2006-07-01,22.343000000000004,5.1
Germany,2006-08-01,16.045,-0.43
Germany,2006-09-01,17.316000000000006,3.678
Germany,2006-10-01,12.174,3.454
Germany,2006-11-01,6.976,3.074
Germany,2006-12-01,4.248,3.752
Germany,2007-01-01,4.452999999999999,5.398
Germany,2007-02-01,3.936,3.953
Germany,2007-03-01,6.42,2.96
Germany,2007-04-01,11.701,4.163
Germany,2007-05-01,14.459,2.309
Germany,2007-06-01,17.801000000000005,2.297
Germany,2007-07-01,17.62,0.705
Germany,2007-08-01,17.303,0.619
Germany,2007-09-01,12.894,-0.658
Germany,2007-10-01,8.417,-0.322
Germany,2007-11-01,3.587,-0.217
Germany,2007-12-01,1.379,0.953
Germany,2008-01-01,3.361,4.361
Germany,2008-02-01,3.872,3.806
Germany,2008-03-01,4.392,1.004
Germany,2008-04-01,7.787000000000001,0.51
Germany,2008-05-01,14.84,2.636
Germany,2008-06-01,17.336,1.701
Germany,2008-07-01,18.456,1.443
Germany,2008-08-01,17.788,1.167
Germany,2008-09-01,12.795,-0.771
Germany,2008-10-01,9.138,0.418
Germany,2008-11-01,5.026999999999999,1.155
Germany,2008-12-01,0.914,0.45
Germany,2009-01-01,-2.155,-1.127
Germany,2009-02-01,0.5670000000000001,0.511
Germany,2009-03-01,4.436,1.017
Germany,2009-04-01,11.963,4.435
Germany,2009-05-01,13.966,1.908
Germany,2009-06-01,15.258,-0.234
Germany,2009-07-01,18.498,1.524
Germany,2009-08-01,19.145,2.342
Germany,2009-09-01,15.140999999999998,1.562
Germany,2009-10-01,8.172,-0.548
Germany,2009-11-01,7.263,3.398
Germany,2009-12-01,0.056,-0.355
Germany,2010-01-01,-3.752,-2.762
Germany,2010-02-01,-0.436,-0.485
Germany,2010-03-01,4.352,0.929
Germany,2010-04-01,8.842,1.429
Germany,2010-05-01,10.829,-1.071
Germany,2010-06-01,16.688,0.969
Germany,2010-07-01,20.753,3.496
Germany,2010-08-01,17.154,0.549
Germany,2010-09-01,12.744000000000002,-0.792
Germany,2010-10-01,8.144,-0.51
Germany,2010-11-01,4.642,0.785
Germany,2010-12-01,-3.852,-4.274
Germany,2011-01-01,0.7780000000000001,1.756
Germany,2011-02-01,0.934,1.074
Germany,2011-03-01,5.19,1.8
Germany,2011-04-01,11.706,4.291
Germany,2011-05-01,14.242,2.071
Germany,2011-06-01,16.977,1.406
Germany,2011-07-01,16.538,-0.39
Germany,2011-08-01,18.152,1.597
Germany,2011-09-01,15.605,2.066
Germany,2011-10-01,9.498,0.833
Germany,2011-11-01,4.611000000000001,1.061
Germany,2011-12-01,3.604,3.202
Germany,2012-01-01,1.753,2.769
Germany,2012-02-01,-2.467,-2.548
Germany,2012-03-01,7.115,3.741
Germany,2012-04-01,8.259,0.918
Germany,2012-05-01,14.474,2.366
Germany,2012-06-01,15.623,0.439
Germany,2012-07-01,17.834,0.904
Germany,2012-08-01,18.822,2.181
Germany,2012-09-01,14.03,0.466
Germany,2012-10-01,8.847000000000001,0.193
Germany,2012-11-01,5.22,1.419
Germany,2012-12-01,1.216,0.726
Germany,2013-01-01,-0.067,0.955
Germany,2013-02-01,-0.7309999999999999,-0.729
Germany,2013-03-01,0.3939999999999997,-2.831
Germany,2013-04-01,8.213000000000001,0.932
Germany,2013-05-01,12.151,0.161
Germany,2013-06-01,15.927,0.41
Germany,2013-07-01,19.762,2.739
Germany,2013-08-01,18.233,1.696
Greece,2000-01-01,3.353,-2.402
Greece,2000-02-01,7.0870000000000015,-0.456
Greece,2000-03-01,9.227,-0.425
Greece,2000-04-01,14.925,1.748
Greece,2000-05-01,19.12,1.256
Greece,2000-06-01,23.229,1.19
Greece,2000-07-01,26.076,1.727
Greece,2000-08-01,25.354,1.045
Greece,2000-09-01,21.376,0.723
Greece,2000-10-01,15.929,0.229
Greece,2000-11-01,13.791,1.816
Greece,2000-12-01,8.613,0.751
Greece,2001-01-01,8.02,1.997
Greece,2001-02-01,8.318,0.696
Greece,2001-03-01,13.584,4.194
Greece,2001-04-01,13.339,0.457
Greece,2001-05-01,18.604,0.839
Greece,2001-06-01,22.685,0.546
Greece,2001-07-01,26.179,1.957
Greece,2001-08-01,26.218000000000004,1.878
Greece,2001-09-01,21.932,1.327
Greece,2001-10-01,17.596,1.71
Greece,2001-11-01,10.967,-0.769
Greece,2001-12-01,3.737,-3.397
Greece,2002-01-01,4.865,-1.026
Greece,2002-02-01,9.78,2.18
Greece,2002-03-01,11.186,1.806
Greece,2002-04-01,12.809,0.005
Greece,2002-05-01,18.458,0.569
Greece,2002-06-01,23.671,1.536
Greece,2002-07-01,25.969,1.71
Greece,2002-08-01,24.537,0.453
Greece,2002-09-01,20.173,-0.114
Greece,2002-10-01,16.158,0.556
Greece,2002-11-01,12.467,0.71
Greece,2002-12-01,7.395,-0.691
Greece,2003-01-01,8.441,2.4
Greece,2003-02-01,3.603,-3.621
Greece,2003-03-01,7.914,-1.68
Greece,2003-04-01,11.654000000000002,-1.328
Greece,2003-05-01,19.948,1.837
Greece,2003-06-01,24.452,2.235
Greece,2003-07-01,26.03,1.446
Greece,2003-08-01,26.324,1.858
Greece,2003-09-01,20.633000000000006,0.059
Greece,2003-10-01,16.987000000000002,1.442
Greece,2003-11-01,12.384,0.562
Greece,2003-12-01,7.301,-0.33
Greece,2004-01-01,5.228,-0.719
Greece,2004-02-01,7.401,-0.21
Greece,2004-03-01,10.275,0.828
Greece,2004-04-01,13.741,0.641
Greece,2004-05-01,16.962,-0.644
Greece,2004-06-01,22.472,0.47
Greece,2004-07-01,25.229000000000006,0.765
Greece,2004-08-01,24.792,0.407
Greece,2004-09-01,21.146,0.484
Greece,2004-10-01,17.826,2.138
Greece,2004-11-01,11.738,0.097
Greece,2004-12-01,8.658,0.723
Greece,2005-01-01,6.449,0.599
Greece,2005-02-01,5.509,-1.531
Greece,2005-03-01,9.78,0.449
Greece,2005-04-01,13.396,0.229
Greece,2005-05-01,18.905,0.927
Greece,2005-06-01,22.119,-0.092
Greece,2005-07-01,25.50500000000001,1.175
Greece,2005-08-01,25.017,0.837
Greece,2005-09-01,21.535,0.879
Greece,2005-10-01,15.424,-0.416
Greece,2005-11-01,10.397,-1.267
Greece,2005-12-01,8.068,0.353
Greece,2006-01-01,4.1240000000000006,-1.768
Greece,2006-02-01,6.5150000000000015,-0.683
Greece,2006-03-01,10.104,0.523
Greece,2006-04-01,14.214,1.269
Greece,2006-05-01,18.699,0.769
Greece,2006-06-01,22.706,0.598
Greece,2006-07-01,24.884,0.611
Greece,2006-08-01,26.134,1.792
Greece,2006-09-01,21.268,0.489
Greece,2006-10-01,16.497,0.616
Greece,2006-11-01,10.234,-1.608
Greece,2006-12-01,7.172999999999999,-0.47
Greece,2007-01-01,8.363,1.943
Greece,2007-02-01,8.195,0.575
Greece,2007-03-01,10.885,1.333
Greece,2007-04-01,13.952,0.653
Greece,2007-05-01,19.336,1.5
Greece,2007-06-01,24.573,2.499
Greece,2007-07-01,27.227,2.635
Greece,2007-08-01,26.203000000000003,1.791
Greece,2007-09-01,20.69,0.259
Greece,2007-10-01,16.387999999999998,0.796
Greece,2007-11-01,10.872,-0.699
Greece,2007-12-01,6.315,-1.352
Greece,2008-01-01,6.0120000000000005,-0.281
Greece,2008-02-01,7.162000000000001,-0.497
Greece,2008-03-01,11.869000000000002,2.583
Greece,2008-04-01,14.364999999999998,1.477
Greece,2008-05-01,18.71,0.873
Greece,2008-06-01,23.933000000000003,1.939
Greece,2008-07-01,25.864,1.566
Greece,2008-08-01,26.537,2.166
Greece,2008-09-01,20.739,0.289
Greece,2008-10-01,16.398,0.659
Greece,2008-11-01,12.695,1.047
Greece,2008-12-01,8.375,0.683
Greece,2009-01-01,7.377999999999999,1.449
Greece,2009-02-01,6.811,-0.43
Greece,2009-03-01,9.6,0.084
Greece,2009-04-01,13.655,0.729
Greece,2009-05-01,19.377,1.168
Greece,2009-06-01,23.159,1.128
Greece,2009-07-01,26.094,1.628
Greece,2009-08-01,25.39,0.991
Greece,2009-09-01,21.153,0.308
Greece,2009-10-01,16.687,1.06
Greece,2009-11-01,12.113,0.295
Greece,2009-12-01,10.057,2.11
Greece,2010-01-01,7.09,1.166
Greece,2010-02-01,8.738,1.655
Greece,2010-03-01,10.618,1.391
Greece,2010-04-01,14.552,1.489
Greece,2010-05-01,19.199,1.354
Greece,2010-06-01,22.946,0.817
Greece,2010-07-01,25.790000000000006,1.482
Greece,2010-08-01,27.178,2.955
Greece,2010-09-01,21.610000000000007,1.171
Greece,2010-10-01,15.241,0.034
Greece,2010-11-01,14.627,2.993
Greece,2010-12-01,8.866,1.483
Greece,2011-01-01,6.546,0.58
Greece,2011-02-01,7.476,0.18
Greece,2011-03-01,9.612,0.237
Greece,2011-04-01,12.859000000000002,-0.266
Greece,2011-05-01,17.601,-0.143
Greece,2011-06-01,22.805,0.671
Greece,2011-07-01,26.22,1.641
Greece,2011-08-01,25.629,1.223
Greece,2011-09-01,23.25500000000001,2.523
Greece,2011-10-01,14.414,-1.206
Greece,2011-11-01,9.079,-2.541
Greece,2011-12-01,7.64,0.123
Greece,2012-01-01,3.982,-1.753
Greece,2012-02-01,5.114000000000001,-2.003
Greece,2012-03-01,10.188,0.56
Greece,2012-04-01,14.485,1.717
Greece,2012-05-01,18.484,0.835
Greece,2012-06-01,24.049,2.405
Greece,2012-07-01,27.565,3.217
Greece,2012-08-01,27.001,2.516
Greece,2012-09-01,22.632,1.945
Greece,2012-10-01,18.649,3.037
Greece,2012-11-01,13.49,1.917
Greece,2012-12-01,6.835,-0.356
Greece,2013-01-01,6.9270000000000005,1.146
Greece,2013-02-01,8.479000000000001,1.419
Greece,2013-03-01,10.917,1.913
Greece,2013-04-01,15.167,1.956
Greece,2013-05-01,20.504,2.562
Greece,2013-06-01,23.099,0.943
Greece,2013-07-01,25.55,1.04
Greece,2013-08-01,26.585,1.906
Hungary,2000-01-01,-2.775,-0.536
Hungary,2000-02-01,2.8960000000000004,2.784
Hungary,2000-03-01,5.7410000000000005,1.138
Hungary,2000-04-01,13.713,3.522
Hungary,2000-05-01,17.663,2.549
Hungary,2000-06-01,20.811,1.841
Hungary,2000-07-01,20.13,-0.049
Hungary,2000-08-01,22.679,2.839
Hungary,2000-09-01,15.634,0.113
Hungary,2000-10-01,13.052,3.057
Hungary,2000-11-01,8.597999999999999,3.81
Hungary,2000-12-01,2.262,2.371
Hungary,2001-01-01,0.7890000000000001,3.035
Hungary,2001-02-01,2.702,2.492
Hungary,2001-03-01,7.903,3.275
Hungary,2001-04-01,10.302,0.112
Hungary,2001-05-01,17.487000000000002,2.339
Hungary,2001-06-01,17.719,-0.817
Hungary,2001-07-01,21.423,1.418
Hungary,2001-08-01,22.125,2.582
Hungary,2001-09-01,14.475,-1.322
Hungary,2001-10-01,13.108,3.273
Hungary,2001-11-01,2.884,-1.843
Hungary,2001-12-01,-4.632,-4.318
Hungary,2002-01-01,-0.8579999999999999,1.559
Hungary,2002-02-01,4.8,4.736
Hungary,2002-03-01,7.416,2.904
Hungary,2002-04-01,10.7,0.545
Hungary,2002-05-01,18.529,3.285
Hungary,2002-06-01,20.946,2.092
Hungary,2002-07-01,22.915,2.535
Hungary,2002-08-01,21.044,1.582
Hungary,2002-09-01,15.277,-0.399
Hungary,2002-10-01,10.002,0.016
Hungary,2002-11-01,7.541,2.76
Hungary,2002-12-01,-1.127,-0.999
Hungary,2003-01-01,-2.568,-0.295
Hungary,2003-02-01,-4.165,-4.163
Hungary,2003-03-01,4.942,0.547
Hungary,2003-04-01,9.968,-0.268
Hungary,2003-05-01,19.329,3.942
Hungary,2003-06-01,22.602,3.826
